,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
596,Vineeth Sai Narajala,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
597,Vineeth Sai Narajala,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
598,Vineeth Sai Narajala,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Multi-agentic system threat modelling guide OWASP GenAI security project,AI Security Researcher,,,,,,
599,Vineeth Sai Narajala,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Multi-agentic system threat modelling guide OWASP GenAI security project,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
600,Vineeth Sai Narajala,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Multi-agentic system threat modelling guide OWASP GenAI security project,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
601,Vineeth Sai Narajala,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,AI Security Researcher,,,,,,
602,Vineeth Sai Narajala,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
603,Vineeth Sai Narajala,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
604,Vineeth Sai Narajala,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Multi-agentic system threat modelling guide OWASP GenAI security project,AI Security Researcher,,,,,,
605,Vineeth Sai Narajala,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Multi-agentic system threat modelling guide OWASP GenAI security project,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
606,Vineeth Sai Narajala,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Multi-agentic system threat modelling guide OWASP GenAI security project,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
607,Vineeth Sai Narajala,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,AI Security Researcher,,,,,,
608,Vineeth Sai Narajala,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
609,Vineeth Sai Narajala,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
610,Vineeth Sai Narajala,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,AI Security Researcher,,,,,,
611,Vineeth Sai Narajala,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
612,Vineeth Sai Narajala,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
613,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,AI Security Researcher,,,,,,
614,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
615,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
616,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,LLM and GenAI data security best practices,AI Security Researcher,,,,,,
617,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,LLM and GenAI data security best practices,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
618,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,LLM and GenAI data security best practices,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
619,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Multi-agentic system threat modelling guide OWASP GenAI security project,AI Security Researcher,,,,,,
620,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Multi-agentic system threat modelling guide OWASP GenAI security project,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
621,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Multi-agentic system threat modelling guide OWASP GenAI security project,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
622,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,AI Security Researcher,,,,,,
623,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
624,Vineeth Sai Narajala,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
625,Vineeth Sai Narajala,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,LLM and GenAI data security best practices,AI Security Researcher,,,,,,
626,Vineeth Sai Narajala,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,LLM and GenAI data security best practices,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
627,Vineeth Sai Narajala,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,LLM and GenAI data security best practices,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
628,Vineeth Sai Narajala,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Multi-agentic system threat modelling guide OWASP GenAI security project,AI Security Researcher,,,,,,
629,Vineeth Sai Narajala,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Multi-agentic system threat modelling guide OWASP GenAI security project,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
630,Vineeth Sai Narajala,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Multi-agentic system threat modelling guide OWASP GenAI security project,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
631,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Building a secure agentic AI application leveraging A2A protocol,AI Security Researcher,,,,,,
632,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Building a secure agentic AI application leveraging A2A protocol,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
633,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Building a secure agentic AI application leveraging A2A protocol,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
634,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,AI Security Researcher,,,,,,
635,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
636,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
637,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,LLM and GenAI data security best practices,AI Security Researcher,,,,,,
638,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,LLM and GenAI data security best practices,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
639,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,LLM and GenAI data security best practices,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
640,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Multi-agentic system threat modelling guide OWASP GenAI security project,AI Security Researcher,,,,,,
641,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Multi-agentic system threat modelling guide OWASP GenAI security project,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
642,Vineeth Sai Narajala,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Multi-agentic system threat modelling guide OWASP GenAI security project,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
643,Vineeth Sai Narajala,[CITATION][C] Building A Secure Agentic AI Application Leveraging Google's A2A Protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,AI Security Researcher,,,,,,
644,Vineeth Sai Narajala,[CITATION][C] Building A Secure Agentic AI Application Leveraging Google's A2A Protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"AI Security Researcher,  Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington",,,,,,
645,Vineeth Sai Narajala,[CITATION][C] Building A Secure Agentic AI Application Leveraging Google's A2A Protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Cisco | Meta | Amazon Web Services | Nordstrom | University of Washington,47.622721,-122.337176,King County,Seattle,Washington,USA
646,Wanlei Zhou,Unique security and privacy threats of large language models: A comprehensive survey,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,City University of Macau,22.1639305,113.5574549,嘉模堂區 Nossa Senhora do Carmo,Macau,Macau,China
647,Wanlei Zhou,Unique security and privacy threats of large language models: A comprehensive survey,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Professor, City University of Macau, Macao",,,,,,
648,Wanlun Ma,Systematic analysis of mcp security,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Swinburne University of Technology,-37.8214954,145.0387532,,Melbourne,Victoria,Australia
649,Wei Song,Help or Hurdle? Rethinking Model Context Protocol-Augmented Large Language Models,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of New South Wales,-33.9175994,151.2312369,,Sydney,New South Wales,Australia
650,Wenbin Zhang, Agent Communications in Edge Computing toward Agentic AI-driven Internet of Things,Building a secure agentic AI application leveraging A2A protocol,Florida International University,25.7553898,-80.3762833,Miami-Dade County,Miami,Florida,United States
651,Wenbo Jiang,Mpma: Preference manipulation attack against model context protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Technology of China,30.5202172,114.4118463,,Hongshan District,Hubei,China
652,Wenbo Jiang,Mpma: Preference manipulation attack against model context protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of Electronic Science,30.6746928,104.0958328,,Chenghua District,Sichuan,China
653,Wenbo Jiang,Mpma: Preference manipulation attack against model context protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of Electronic Science and Technology of China,30.7534211,103.9294024,,Pidu District,Sichuan,China
654,Wenpeng Xing,Mcp-guard: A defense framework for model context protocol integrity in large language model applications,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China
655,Wenpeng Xing,Mcp-guard: A defense framework for model context protocol integrity in large language model applications,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China
656,Wu YongXuan,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
657,Wu YongXuan,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),Institute of Information Engineering,,,,,,
658,Wu YongXuan,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),Institute of Information Engineering，Chinese Academy of Sciences,,,,,,
659,Xiao Yang,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China
660,Xiaohan Yuan,RAS-Eval: A Comprehensive Benchmark for Security Evaluation of LLM Agents in Real-World Environments,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China
661,Xiaohui Xie,AI agent communication from internet architecture perspective: Challenges and opportunities,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Assistant Professor, Tsinghua Unversity",,,,,,
662,Xiaoming Li,"A Comprehensive Survey on Model Context Protocol: Architecture, Tool Integration, and the Future of AI Interoperability",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University Canada West,49.2744449,-123.1298151,Metro Vancouver Regional District,Vancouver,British Columbia,Canada
663,Xiaoyu Liang,SoK: Trust-Authorization Mismatch in LLM Agent Interactions,Building a secure agentic AI application leveraging A2A protocol,Beihang University,39.9809427,116.3409787,,Haidian District,Beijing,China
664,Xinghai Wei,Secure Model Context Protocol for Large Language Models with Dual Signatures,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Beijing University of Posts,39.960227,116.3519331,,Haidian District,Beijing,China
665,Xinghai Wei,Secure Model Context Protocol for Large Language Models with Dual Signatures,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Beijing University of Posts and Telecommunications,39.960227,116.3519331,,Haidian District,Beijing,China
666,Xinghai Wei,Secure Model Context Protocol for Large Language Models with Dual Signatures,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Telecommunications,-30.405844,27.7075546,,,Quthing District,Lesotho
667,Xinghai Wei,Secure Model Context Protocol for Large Language Models with Dual Signatures,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Beijing University of Posts,39.960227,116.3519331,,Haidian District,Beijing,China
668,Xinghai Wei,Secure Model Context Protocol for Large Language Models with Dual Signatures,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Beijing University of Posts and Telecommunications,39.960227,116.3519331,,Haidian District,Beijing,China
669,Xinghai Wei,Secure Model Context Protocol for Large Language Models with Dual Signatures,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Telecommunications,-30.405844,27.7075546,,,Quthing District,Lesotho
670,Xingrui Yu,Reflection-Driven Control for Trustworthy Code Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,A*STAR,52.9596587,-1.1686202,,Nottingham,England,United Kingdom
671,Xingrui Yu,Reflection-Driven Control for Trustworthy Code Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,CFAR,3.0394855,101.7941135,,Kajang Municipal Council,Selangor,Malaysia
672,Xinyi Hou (侯心怡),"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Huazhong University of Science,30.5202172,114.4118463,,Hongshan District,Hubei,China
673,Xinyi Hou (侯心怡),"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Ph.D. student, Huazhong University of Science and Technology",,,,,,
674,Xinyi Hou (侯心怡),"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Technology,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
675,Xiuzhen Cheng,We urgently need privilege management in mcp: A measurement of api usage in mcp ecosystems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,School of Computer Science,,,,,,
676,Xiuzhen Cheng,We urgently need privilege management in mcp: A measurement of api usage in mcp ecosystems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"School of Computer Science and Technology, Shandong University",,,,,,
677,Xiuzhen Cheng,We urgently need privilege management in mcp: A measurement of api usage in mcp ecosystems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Shandong University,36.3655394,120.6845859,,Jimo,Shandong,China
678,Xiuzhen Cheng,We urgently need privilege management in mcp: A measurement of api usage in mcp ecosystems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Technology,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
679,Xixun Lin,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
680,Xixun Lin,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),Institute of Information Engineering,,,,,,
681,Xixun Lin,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),"Institute of Information Engineering, Chinese Academy of Sciences",,,,,,
682,Yale Ibrahim Danjuma," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Department of Electrical Eng., School of Eng and Applied Sciences.  Kampala International University",,,,,,
683,Yale Ibrahim Danjuma," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,School of Eng,,,,,,
684,Yale Ibrahim Danjuma," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Department of Electrical Eng., School of Eng and Applied Sciences.  Kampala International University",,,,,,
685,Yale Ibrahim Danjuma," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,School of Eng,,,,,,
686,Yale Ibrahim Danjuma," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"Department of Electrical Eng., School of Eng and Applied Sciences.  Kampala International University",,,,,,
687,Yale Ibrahim Danjuma," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,School of Eng,,,,,,
688,Yanghe Pan,Security of internet of agents: Attacks and countermeasures,Building a secure agentic AI application leveraging A2A protocol,Xi'an Jiaotong University,34.217216,108.937846,,Yanta District,Shaanxi,China
689,Yanjie Zhao,"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Huazhong University of Science,30.5202172,114.4118463,,Hongshan District,Hubei,China
690,Yanjie Zhao,"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Huazhong University of Science and Technology,30.5202172,114.4118463,,Hongshan District,Hubei,China
691,Yanjie Zhao,"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Technology,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
692,"Yasir Mehmood, PhD",Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of Bremen,53.1079646,8.8556646,,Bremen,Bremen,Germany
693,"Yasir Mehmood, PhD",Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,University of Bremen,53.1079646,8.8556646,,Bremen,Bremen,Germany
694,"Yasir Mehmood, PhD",Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,University of Bremen,53.1079646,8.8556646,,Bremen,Bremen,Germany
695,Yedidel Louck,Improving Google A2A Protocol: Protecting Sensitive Data and Mitigating Unintended Harms in Multi-Agent Systems,Building a secure agentic AI application leveraging A2A protocol,Ariel University,32.104434,35.2052702,Area C,,Judea and Samaria,Palestinian Territories
696,Yedidel Louck,Improving Google A2A Protocol: Protecting Sensitive Data and Mitigating Unintended Harms in Multi-Agent Systems,Building a secure agentic AI application leveraging A2A protocol,"PhD Student, Ariel Cyber Innovation Center, Ariel University",,,,,,
697,Yedidel Louck,Improving Google A2A Protocol: Protecting Sensitive Data and Mitigating Unintended Harms in Multi-Agent Systems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Ariel University,32.104434,35.2052702,Area C,,Judea and Samaria,Palestinian Territories
698,Yedidel Louck,Improving Google A2A Protocol: Protecting Sensitive Data and Mitigating Unintended Harms in Multi-Agent Systems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"PhD Student, Ariel Cyber Innovation Center, Ariel University",,,,,,
699,Yedidel Louck,Improving Google A2A Protocol: Protecting Sensitive Data and Mitigating Unintended Harms in Multi-Agent Systems,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Ariel University,32.104434,35.2052702,Area C,,Judea and Samaria,Palestinian Territories
700,Yedidel Louck,Improving Google A2A Protocol: Protecting Sensitive Data and Mitigating Unintended Harms in Multi-Agent Systems,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"PhD Student, Ariel Cyber Innovation Center, Ariel University",,,,,,
701,Yedidel Louck,Security Analysis of Agentic AI Communication Protocols: A Comparative Evaluation,A2AS: Agentic AI Runtime Security and Self-Defense,Ariel University,32.104434,35.2052702,Area C,,Judea and Samaria,Palestinian Territories
702,Yedidel Louck,Security Analysis of Agentic AI Communication Protocols: A Comparative Evaluation,A2AS: Agentic AI Runtime Security and Self-Defense,"PhD Student, Ariel Cyber Innovation Center, Ariel University",,,,,,
703,Yedidel Louck,Security Analysis of Agentic AI Communication Protocols: A Comparative Evaluation,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Ariel University,32.104434,35.2052702,Area C,,Judea and Samaria,Palestinian Territories
704,Yedidel Louck,Security Analysis of Agentic AI Communication Protocols: A Comparative Evaluation,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"PhD Student, Ariel Cyber Innovation Center, Ariel University",,,,,,
705,Yedidel Louck,Security Analysis of Agentic AI Communication Protocols: A Comparative Evaluation,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Ariel University,32.104434,35.2052702,Area C,,Judea and Samaria,Palestinian Territories
706,Yedidel Louck,Security Analysis of Agentic AI Communication Protocols: A Comparative Evaluation,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"PhD Student, Ariel Cyber Innovation Center, Ariel University",,,,,,
707,Yichi Zhang,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"PhD candidate, Tsinghua University",,,,,,
708,Yichi Zhang,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China
709,Yilong Liu,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
710,Yilong Liu,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),Institute of Information Engineering,,,,,,
711,Yilong Liu,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),"Institute of Information Engineering, Chinese Academy of Sciences",,,,,,
712,Ying Xie,From glue-code to protocols: A critical analysis of a2a and mcp integration for scalable agent systems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Kennesaw State University,34.0383452,-84.5831053,Cobb County,,Georgia,United States
713,Ying Xie,From glue-code to protocols: A critical analysis of a2a and mcp integration for scalable agent systems,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Kennesaw State University,34.0383452,-84.5831053,Cobb County,,Georgia,United States
714,Yingxuan Yang,Agentic web: Weaving the next web with ai agents,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Shanghai Jiao Tong University,31.2008912,121.4283949,,Xuhui District,Shanghai,China
715,Yingxuan Yang,Agentic web: Weaving the next web with ai agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Shanghai Jiao Tong University,31.2008912,121.4283949,,Xuhui District,Shanghai,China
